day,"[ 0.11626   0.53897  -0.39514  -0.26027   0.57706  -0.79198  -0.88374
  0.30119   0.082896 -0.33443  -0.64467  -0.75366  -0.30356   0.07884
  1.2252   -0.038627 -0.47341  -0.40556  -1.1165   -0.21352   0.49275
  0.55574   0.38941  -0.22514   0.37775  -1.4233   -0.13409   0.10737
  0.16528   0.35527   3.5733    0.76404  -0.59226   0.51366   0.12055
 -0.36967   0.43251   0.086429  0.034554  0.082458 -0.8792    0.26134
 -0.32132  -0.12652   0.25573   0.32818   0.024073 -0.39062  -0.10885
  0.084513]"
feel,"[-0.0044021 -0.34141   -0.22729   -0.69283    0.80244   -0.21823
 -0.19036    0.86436   -0.6988     0.58897    0.22517    0.1399
 -0.18051    0.14046    0.55502    0.59184    0.51439    0.30326
  0.37276   -1.0549    -1.0332     1.2613     0.20113    0.50856
  1.0459    -1.509     -1.1532     0.63151    1.1575    -0.52315
  3.1025     1.0674     0.47125   -0.52927   -0.51614   -0.31387
  0.011424   0.017461   0.026483  -0.81318   -0.42375   -0.23732
  0.24397    0.74946    0.056762   0.26774   -0.82833   -0.25263
 -0.29477    0.611    ]"
sleepy,"[ 0.017663 -0.24866  -0.80795  -0.30008   0.05833  -0.61776  -0.64554
  0.64581  -0.29686  -0.26553  -0.46093  -0.48852   0.75665   0.24071
 -0.15979   0.59802   0.63134   0.8654   -0.12065   0.3132   -0.38234
  0.54563  -0.4776    0.81442   0.40956  -0.45058  -0.54962   1.225
  0.73457   0.033178  0.91557  -0.41914   0.69949   0.44644   0.1016
  0.030721 -0.49832  -0.48067   0.47995  -0.37213  -0.86368   0.20317
 -0.097396  0.089445 -0.082389 -0.04476  -0.12298  -0.84552   0.32969
  0.1289  ]"
stupid,"[-0.47061  -1.1823   -0.3288   -0.55842   0.22487   0.28696   0.43357
 -0.61696  -1.174     0.60274  -0.93162   0.82608  -0.26026   0.36807
  0.94853  -0.20038   0.7003    0.64408   0.18012  -0.31822  -0.80936
  0.66664   0.56408   0.60758   1.3563   -1.4934   -1.0302    0.71103
  1.4633   -0.8262    1.465     0.095106 -0.23066   0.23209  -0.50286
  0.14657   0.52548  -0.30214  -0.44228  -0.60853  -0.31353  -0.090107
  0.40497   0.93796   0.62139  -0.12158  -0.28975   0.37746   1.4223
  1.2997  ]"
pleasure,"[ 7.8556e-01  1.2868e+00 -1.1844e+00 -1.1354e-01  1.9809e-01 -1.0952e-01
  2.3003e-01  6.2322e-01  3.4135e-01  9.8715e-01 -1.9587e-01  9.2036e-01
  5.1312e-01 -5.5340e-01  2.6970e-02 -4.0387e-01  2.1318e-01  7.2887e-01
 -6.3426e-01 -9.9017e-01  4.2742e-01  1.0498e+00 -3.3025e-01  8.1182e-03
  1.2053e+00 -8.4005e-01 -5.7211e-01  3.4142e-01  1.2502e+00 -2.2647e-01
  1.6367e+00  1.1102e+00 -2.6804e-02 -2.8338e-01  8.3553e-04 -6.6922e-02
  4.6634e-02 -1.8912e-01 -4.6575e-01 -1.0786e-01  4.2138e-01 -3.8738e-01
 -8.7136e-02  8.4646e-01 -1.5178e-01 -4.1708e-01 -4.5890e-01 -5.6885e-01
  6.0583e-01  7.3066e-02]"
making,"[ 0.19778  -0.10103  -0.071409 -0.037639  0.22745   0.41763  -0.55807
 -0.062708  0.050403  0.59083  -0.24153   0.12375  -0.33673   0.10332
  0.45602  -0.091431  0.28411   0.033227 -0.15449  -0.69335   0.492
 -0.087047  0.14923  -0.16205   0.15987  -1.5367   -0.27408   0.049951
  0.6569   -0.41912   3.5897    0.38376  -0.097004 -0.05595   0.24614
  0.22666   0.055907  0.78365  -0.43791  -0.41056  -0.23735  -0.030492
  0.23276   0.12619  -0.087642  0.12143  -0.25902   0.30713   0.014896
  0.095329]"
worth,"[ 0.40404    0.38785    0.53397    0.050586   1.0592    -0.19771
 -0.73748   -0.96401    0.10416    0.64309   -0.89613    0.24857
  0.50513   -1.1126     1.5832    -0.4188    -0.29467    0.74204
 -0.65587   -0.10727    1.0485     0.014371  -0.29496   -1.0849
 -0.13987   -1.267     -0.0055735 -0.15354    0.5994    -0.85121
  2.957      0.34914    0.50162    1.0832     0.22413   -0.18622
 -0.27975    0.3788     0.30698   -0.4996     0.11265    0.01807
  1.1316     0.38496   -0.74253    0.087778  -0.71134    0.84719
 -0.55723    0.30022  ]"
trouble,"[ 0.37845  -0.34899   0.11254  -0.1626   -0.13839   0.42128  -0.39109
  0.93062  -0.13494   0.081435 -0.27359   0.15956  -0.99921   0.045563
  0.59815   0.065063 -0.076745 -0.26225  -0.041924 -0.50441  -0.1661
  0.23689   0.053114  0.33296   0.7818   -1.5813    0.1911    0.053237
  0.95983  -0.11619   2.6968    0.99452   0.38881  -0.42975  -0.10563
  0.37545  -0.41573   0.12184   0.26009  -0.34082  -0.42603   0.15641
 -0.11127   0.40929   0.40892   0.068078  0.37592   0.18126   0.25779
 -0.13565 ]"
getting,"[ 0.029473 -0.51849   0.49539  -0.78236   0.1357    0.05203  -0.94443
  0.44511   0.16437   0.37538  -0.14822   0.11788  -0.47462   0.21771
  0.80236   0.16249   0.17177   0.045004  0.12619  -0.77363  -0.28247
  0.61568   0.59214   0.21296   0.54569  -1.7547    0.089933  0.51736
  0.96993  -0.7499    3.1764    1.1724    0.16017  -0.20019   0.01035
  0.14087  -0.12236   0.77847   0.32998  -0.75624  -0.45796   0.27717
  0.021626  0.66261  -0.19005  -0.2777   -0.069023  0.048738 -0.19463
  0.53113 ]"
picking,"[-0.20716  -0.59567   0.12148  -0.29835   0.61835   0.17569  -0.98959
  0.26043   0.13436   0.019499 -0.4949   -0.078837  0.067672  0.34837
  0.30776  -0.31512  -0.07117  -0.18845  -0.067718 -1.2471    0.13028
 -0.29076   0.77514  -0.06325   0.43115  -0.61919   0.022414  0.53366
  0.67275  -0.56559   1.991     0.79474   0.088498 -0.14374   0.40764
  0.52461  -0.52684   0.74604   0.28156  -0.57872  -0.54597   0.071502
 -0.52772   0.098141  0.51022  -0.10422   0.44805  -0.025074  0.55168
 -0.12155 ]"
daisies,"[-0.62732    0.48192   -0.16844   -0.76601   -0.1464     0.21874
 -0.67913   -0.75871   -0.85167   -0.46386   -0.74003    0.35297
  0.43273   -0.54209   -0.0068582 -0.46542   -0.0038697  0.58106
 -0.1226    -0.55921   -0.43336   -0.86991    0.46036   -0.18126
 -0.1481     0.20345    0.078614   0.87733    0.8685    -1.6899
 -0.73131    0.8867    -0.52473    0.033508   0.053575   0.12333
 -0.48135   -0.7149    -0.54663   -0.38394   -0.33644   -0.63477
 -0.24219   -1.092      0.91001   -0.29269    0.84309   -0.64018
 -0.73177    0.5059   ]"
suddenly,"[ 0.33176   -0.43937    0.5849    -0.70903    0.3167     0.014002
 -0.69398    0.67549   -0.43176    0.017431   0.11334   -0.0089747
 -0.51827    0.48428    0.5226     0.59054   -0.65175    0.11706
 -0.52989   -0.43423   -0.023164   0.54574    0.039414  -0.0081971
  1.0262    -1.6219    -0.13581    0.88038    1.1302     0.024405
  2.0146     0.29448    0.3033    -0.29419   -0.36096   -0.051048
 -0.20678    0.0094757  0.24053   -0.52065   -0.64827    0.033138
 -0.32067    0.047973  -0.015825  -0.055533   0.15108   -1.1045
 -0.0084523 -0.20365  ]"
